precision,recall,f1,fuzzy_score,cosine_similarity,max_cosine_similarity,min_cosine_similarity,boundary_overlap,orig_count,proc_count,file
0.0,0.0,0.0,0.0,0.6215289235115051,1.0000001192092896,0.3254539370536804,0.0,11,26,LIPITOR.997
0.0,0.0,0.0,14.909090909090908,0.6811044216156006,1.0000001192092896,0.3060179352760315,0.0420995670995671,6,11,ARTHROTEC.134
0.16666666666666666,0.18181818181818182,0.17391304347826086,31.5,0.8010765314102173,1.0000001192092896,0.34832340478897095,0.0,13,16,LIPITOR.360
0.0,0.0,0.0,4.7,0.9182772636413574,1.0000001192092896,0.3639679551124573,0.046153846153846156,9,10,LIPITOR.631
0.2857142857142857,0.5,0.36363636363636365,25.0,0.7637102603912354,1.0000001192092896,0.30898672342300415,0.0,5,8,LIPITOR.309
0.4,0.4444444444444444,0.4210526315789474,40.0,0.9108157157897949,1.0000001192092896,0.30532220005989075,0.0,9,10,ARTHROTEC.80
0.0,0.0,0.0,47.0,0.5705268383026123,0.6300141215324402,0.47832638025283813,0.15656565656565657,2,4,ARTHROTEC.92
0.1111111111111111,0.14285714285714285,0.125,15.0,0.796919047832489,1.0,0.297677218914032,0.0,15,20,LIPITOR.568
0.18181818181818182,0.4,0.25000000000000006,21.90909090909091,0.6179460883140564,1.0000001192092896,0.25003066658973694,0.05454545454545454,5,11,LIPITOR.553
0.08333333333333333,0.14285714285714285,0.10526315789473685,20.0,0.8452737927436829,1.000000238418579,0.09690772742033005,0.0,17,20,LIPITOR.171
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,LIPITOR.285
0.09090909090909091,0.14285714285714285,0.1111111111111111,34.5,0.7592607736587524,1.0000001192092896,0.34559306502342224,0.0813543599257885,10,14,LIPITOR.707
0.07692307692307693,0.09090909090909091,0.08333333333333334,7.6923076923076925,0.9069540500640869,1.0000001192092896,0.3695206642150879,0.0,11,13,LIPITOR.934
0.0,0.0,0.0,5.066666666666666,0.555573046207428,1.0000001192092896,0.13117244839668274,0.0,6,15,LIPITOR.82
0.14285714285714285,0.4444444444444444,0.21621621621621623,28.5,0.555831789970398,1.0000001192092896,0.17120361328125,0.024646464646464646,11,30,LIPITOR.592
0.23076923076923078,0.3333333333333333,0.27272727272727276,34.714285714285715,0.7648695707321167,1.0000001192092896,0.27801835536956787,0.044642857142857144,11,14,LIPITOR.658
0.11428571428571428,0.2,0.14545454545454545,21.208333333333332,0.6976763606071472,1.0000004768371582,0.25026431679725647,0.03679954304954305,25,48,LIPITOR.537
0.0,0.0,0.0,0.0,0.5432453155517578,0.883340060710907,0.3393000364303589,0.0,3,9,LIPITOR.30
0.125,0.18181818181818182,0.14814814814814814,36.64705882352941,0.7757310271263123,1.0000001192092896,0.3491528630256653,0.04549019607843137,12,17,VOLTAREN.30
0.15,0.375,0.21428571428571425,25.333333333333332,0.571500301361084,1.0000001192092896,0.21800710260868073,0.0,9,21,LIPITOR.531
0.3333333333333333,1.0,0.5,33.333333333333336,0.39160868525505066,1.0,0.08184362202882767,0.0,1,3,LIPITOR.525
0.5454545454545454,0.75,0.631578947368421,67.73333333333333,0.8197727203369141,1.0000001192092896,0.1853104680776596,0.0,12,15,LIPITOR.83
0.16666666666666666,0.27586206896551724,0.2077922077922078,30.545454545454547,0.6965031623840332,1.0000005960464478,0.3212389349937439,0.11396758929076205,31,55,LIPITOR.76
0.15384615384615385,0.15384615384615385,0.15384615384615385,33.5625,0.8158215284347534,1.0000001192092896,0.3273874521255493,0.0,15,16,LIPITOR.785
0.0,0.0,0.0,0.0,1.0,1.0000001192092896,1.0,0.0,5,5,LIPITOR.93
0.2,0.3333333333333333,0.25,42.8,0.7906087636947632,1.0000001192092896,0.5189391374588013,0.0,3,5,VOLTAREN.24
0.45454545454545453,0.625,0.5263157894736842,53.833333333333336,0.7295568585395813,1.0000001192092896,0.2649531960487366,0.09852756892230576,8,12,VOLTAREN.25
0.16666666666666666,0.2,0.1818181818181818,34.142857142857146,0.7741429209709167,1.0,0.2803999185562134,0.12297226582940869,5,7,LIPITOR.353
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,LIPITOR.741
0.14285714285714285,0.2,0.16666666666666666,20.857142857142858,0.7897971272468567,1.0,0.34832340478897095,0.0,5,7,LIPITOR.653
0.0,0.0,0.0,0.0,0.4563671052455902,0.49790892004966736,0.37679794430732727,0.0,1,3,LIPITOR.835
0.23076923076923078,0.42857142857142855,0.3,36.857142857142854,0.6253983378410339,1.0,0.2535731792449951,0.0,8,14,LIPITOR.58
0.2,0.4444444444444444,0.2758620689655173,30.818181818181817,0.6768197417259216,1.0000001192092896,0.26506638526916504,0.0,10,22,LIPITOR.142
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,LIPITOR.55
0.1,0.3333333333333333,0.15384615384615383,15.666666666666666,0.46287408471107483,1.0,0.1058548092842102,0.0,3,12,LIPITOR.913
0.0,0.0,0.0,0.0,0.8414105176925659,1.0,0.31691980361938477,0.0,4,5,LIPITOR.729
0.25,0.3333333333333333,0.28571428571428575,28.625,0.7761463522911072,1.0000001192092896,0.22360843420028687,0.0,6,8,LIPITOR.675
0.0,0.0,0.0,0.0,0.9436506032943726,1.000000238418579,0.48754608631134033,0.0,9,10,ARTHROTEC.22
0.25,0.5,0.3333333333333333,27.2,0.4670596718788147,0.9999999403953552,0.19340594112873077,0.17777777777777776,2,5,ARTHROTEC.102
0.0,0.0,0.0,0.0,0.6724600195884705,0.7960062026977539,0.6080610156059265,0.0,3,6,LIPITOR.999
