precision,recall,f1,fuzzy_score,cosine_similarity,max_cosine_similarity,min_cosine_similarity,boundary_overlap,orig_count,proc_count,file
0.125,0.14285714285714285,0.13333333333333333,13.8,0.7117266058921814,1.0000001192092896,0.3142589330673218,0.0,14,20,LIPITOR.819
0.45454545454545453,0.8333333333333334,0.5882352941176471,63.81818181818182,0.7139577865600586,1.0000001192092896,0.2518366277217865,0.03636363636363637,6,11,LIPITOR.268
0.2857142857142857,0.3333333333333333,0.30769230769230765,29.625,0.8317105770111084,1.0000001192092896,0.2818405032157898,0.0,7,8,LIPITOR.991
0.0,0.0,0.0,0.0,0.63755863904953,1.0000001192092896,0.24623069167137146,0.0,4,9,LIPITOR.711
0.0,0.0,0.0,0.0,0.706556499004364,1.0000001192092896,0.33127331733703613,0.0,4,6,LIPITOR.100
0.25,0.4,0.3076923076923077,25.3,0.6462313532829285,1.0000001192092896,0.24839384853839874,0.0,7,10,LIPITOR.376
0.15384615384615385,0.25,0.1904761904761905,21.928571428571427,0.6634445190429688,1.0000001192092896,0.2418188452720642,0.0,8,14,LIPITOR.820
0.18181818181818182,0.3333333333333333,0.23529411764705885,46.86666666666667,0.7987750768661499,1.0,0.2752971053123474,0.04666666666666666,10,15,LIPITOR.842
0.2,0.3333333333333333,0.25,18.181818181818183,0.7570262551307678,1.000000238418579,0.2835104167461395,0.0,7,11,LIPITOR.88
0.0,0.0,0.0,7.333333333333333,0.6116296052932739,1.000000238418579,0.2682485580444336,0.0,9,18,LIPITOR.105
